"ObjectID","Mapped","Crash Date","City/Town","Address","AOT Route","Crash Type","Collision Direction","Weather","Road Group","Report Number","Reporting Agency","Road Group ID","AOT Actual Milepoint","Animal","Time of Day","Intersection With","Impairment","Involving","Non Reportable Address","Reporting Agency ID","Road Characteristics","Road Condition","Street Address","Surface Condition","AOT Route ID","Coordinates"
"809173","","May 20, 2017, 11:36 PM","Rockingham","","VT-103","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17B103081","VSP - B1 Westminster","10","4.04","Deer","Day","Rounds Road","None","None","","VTVSP1600","Not at a Junction","None","","Dry","1030","43.205010382470924,-72.52779656099909"
"804485","","May 21, 2017, 9:49 PM","Coventry","Mm 165.2","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17A501817","VSP - A5 Derby","10","165.2","Deer","Day","Exit 27 Off Ramp","None","None","","VTVSP0800","Not at a Junction","Obstruction in roadway","Mm 165.2","Dry","0910","44.85736159386681,-72.19156528585472"
"1665293","","May 25, 2017, 10:09 AM","Derby","Valley Road","HOLLAND RD","Property Damage Only","Single Vehicle Crash","Clear","Minor Collector - Non Fed Aid Rural TH","17A502008","VSP - A5 Derby","4","999.99","Domestic","Night","Goodall Road","None","None","","VTVSP0800","Not at a Junction","None","Valley Road","Dry","S0826","45.00390585575925,-72.07120140273706"
"804342","","May 25, 2017, 7:06 PM","Hinesburg","96 Silver St","SILVER ST","Property Damage Only","Single Vehicle Crash","Clear","Federal Aid Secondary System (Class 2 TH)","17HB00587","Hinesburg PD.","3","3.31","Deer","Day","Vt Rt 116","None","None","","VT0041200","Not at a Junction","None","96 Silver St","Dry","S0199","44.32556167737641,-73.11017006766338"
"806559","","May 27, 2017, 5:50 PM","Brattleboro","Route 30","VT-30","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17BB04490","Brattleboro PD.","10","0.79","Deer","Night","West River Rd","None","None","","VT0130200","Not at a Junction","None","Route 30","Dry","0300","42.867487750306864,-72.56885680919672"
"808504","","May 29, 2017, 11:06 AM","Sheffield","I-91 MM 150 NORTH","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17A402777","VSP - A4 St. Johnsbury","10","150","Moose","Night","U TURN","None","None","","VTVSP0200","Not at a Junction","None","I-91 MM 150 NORTH","Dry","0910","44.66467392422468,-72.13271690485948"
"804486","","May 29, 2017, 2:00 PM","Vernon","Fort Bridgman Rd.","VT-142","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17WHC002533","Windham CSD","10","1.27","Deer","Night","Homestead Way","None","None","","VT0130000","Not at a Junction","None","Fort Bridgman Rd.","","1420","42.74360766750407,-72.47366726444608"
"1695082","","May 29, 2017, 11:05 PM","Guilford","I-91","I-91","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","17B103312","VSP - B1 Westminster","10","999.99","Deer","Day","Welcome Center","None","None","","VTVSP1600","Not at a Junction","None","I-91","Dry","0910","42.814260372841666,-72.56837698041065"
"807369","","June 1, 2017, 5:32 AM","St. Johnsbury","","I-93","Property Damage Only","Single Vehicle Crash","Freezing Precipitation","State Highway numbered route, State owned","17A402824","VSP - A4 St. Johnsbury","10","8.85","Deer","Day","","None","None","","VTVSP0200","Not at a Junction","Other - Explain in Narrative","","Wet","0930","44.41620814287659,-71.97925302804171"
"803893","","June 1, 2017, 1:02 PM","Ira","","US-4","Injury","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17B402886","VSP - B4 Rutland","10","11.01","Deer","Night","Mile Marker 11","None","None","","VTVSP0300","Not at a Junction","None","","Dry","0040","43.61344721374116,-73.10270294706186"
"1708087","","June 2, 2017, 12:25 PM","Huntington","190 Pond Road","TOWN ROAD 0006","Property Damage Only","Single Vehicle Crash","Cloudy","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","17A102441","VSP - A1 Williston","6","999.99","Wild","Night","","None","None","","VTVSP0100","Not at a Junction","None","190 Pond Road","Dry","T0006","44.33525779437592,-72.98310886254858"
"804439","","June 3, 2017, 3:56 AM","Peacham","Peacham-Danville Rd.","BAYLEY HAZEN RD","Property Damage Only","Single Vehicle Crash","Rain","Federal Aid Secondary System (Class 2 TH)","17A402864","VSP - A4 St. Johnsbury","3","3.79","Moose","Day","Bailey Hazen Rd.","None","None","","VTVSP0200","Not at a Junction","None","Peacham-Danville Rd.","Wet","S0215","44.351259775969154,-72.17767423085641"
"804451","","June 4, 2017, 7:37 PM","Vernon","I-91","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17B103451","VSP - B1 Westminster","10","3.85","Deer","Day","Tyler Hill Rd","None","None","","VTVSP1600","Not at a Junction","None","I-91","Dry","0910","42.78523939146939,-72.56048302648014"
"1710415","","June 4, 2017, 11:28 PM","Ryegate","Interstate 91","I-91","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","17A402895","VSP - A4 St. Johnsbury","10","999.99","Deer","Day","","None","None","","VTVSP0200","Not at a Junction","None","Interstate 91","Dry","0910","44.23355480111209,-72.06951125658634"
"804379","","June 5, 2017, 2:57 AM","Weathersfield","Interstate 91 SB Mm 49","I-91","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","17B103457","VSP - B1 Westminster","10","49","Deer","Day","","None","None","","VTVSP1600","Not at a Junction","None","Interstate 91 SB Mm 49","Dry","0910","43.36970315623849,-72.42530744797395"
"806936","","June 5, 2017, 10:25 AM","Richmond","I89 S M 78","I-89","Property Damage Only","Other - Explain in Narrative","Cloudy","State Highway numbered route, State owned","17RM00530","Richmond PD.","10","78.69","Deer","Night","Exit 11","None","None","","VT0040800","Not at a Junction","None","I89 S M 78","Dry","0890","44.42280913771172,-73.01573682167503"
"1709207","","June 6, 2017, 10:09 AM","Hardwick","McAllister Farm Rd","TOWN ROAD 0042","Property Damage Only","Single Vehicle Crash","Clear","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","17HW001202","Hardwick PD.","6","999.99","Deer","Night","Bunker Hill Rd","None","None","","VT0030100","Not at a Junction","None","McAllister Farm Rd","Dry","T0042","44.51553134920697,-72.3971908277292"
"811420","","June 6, 2017, 11:04 PM","Hartland","Interstate 91 South","I-91","Injury","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","17B202548","VSP - B2 Royalton","10","65.9","Deer","Day","","None","None","","VTVSP1100","Not at a Junction","None","Interstate 91 South","Dry","0910","43.59162189846958,-72.35803107058902"
"804450","","June 7, 2017, 10:06 AM","Burke","VT Route 114","VT-114","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17A402941","VSP - A4 St. Johnsbury","10","3.34","Moose","Night","Victory Rd","None","None","","VTVSP0200","Not at a Junction","None","VT Route 114","Dry","1140","44.61752175883093,-71.90801242877676"
"815959","","June 8, 2017, 6:35 PM","Londonderry","Route 11","VT-11","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17B103542","VSP - B1 Westminster","10","3.75","Wild","Night","Thompsonburg Road","None","Heavy Truck","","VTVSP1600","Not at a Junction","None","Route 11","","0110","43.21424046516863,-72.7885440795292"
"1723594","","June 10, 2017, 8:14 PM","Essex","289","VT-289","Property Damage Only","No Turns, Thru moves only, Broadside ^<","","Ramp or Spur","17ES02918","Essex PD.","7","999.99","Deer","Day","","None","None","","VT0040200","On Ramp","None","289","Unknown","2890","44.48241496747751,-73.07166226973412"
"927088","","June 11, 2017, 7:35 PM","Brattleboro","3562-3966 Molly Stark Trail","VT-9","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17B103606","VSP - B1 Westminster","10","4.51","Deer","Day","Town Hill Rd","None","None","","VTVSP1600","Not at a Junction","None","3562-3966 Molly Stark Trail","Dry","0090","42.85674484168283,-72.6025959346133"
"807849","","June 12, 2017, 10:20 AM","Brookfield","I 89 SB MM 40","I-89","Property Damage Only","Single Vehicle Crash","","State Highway numbered route, State owned","17A302368","VSP - A3 Middlesex","10","40","Deer","Night","EXIT 5","None","None","","VTVSP1200","Not at a Junction","None","I 89 SB MM 40","Dry","0890","44.073930295499984,-72.61000938372102"
"808687","","June 15, 2017, 11:29 PM","Sharon","","I-89","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17B202516","VSP - B2 Royalton","10","16.3","Deer","Day","","None","None","","VTVSP1100","Not at a Junction","","","Dry","0890","43.793220116463566,-72.5040328800222"
"809099","","June 15, 2017, 11:33 PM","St. Johnsbury","132 Interstate 91 N","I-91","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","State Highway numbered route, State owned","17A403105","VSP - A4 St. Johnsbury","10","132","Deer","Day","Exit 22","None","None","","VTVSP0200","Not at a Junction","None","132 Interstate 91 N","Dry","0910","44.44555237182556,-72.02362377164185"
"1739279","","June 17, 2017, 10:48 AM","Brattleboro","South St","SOUTH ST","Property Damage Only","Single Vehicle Crash","Rain","Street or Town Highways in FA Urban Area","17BB05150","Brattleboro PD.","5","999.99","Deer","Night","Juniper Ridge","None","None","","VT0130200","Not at a Junction","None","South St","Wet","0000","42.83390526059573,-72.6016188971739"
"806739","","June 18, 2017, 5:40 PM","West Rutland","US Route 4, Mile Marker 13","US-4","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","17B403218","VSP - B4 Rutland","10","13.35","Deer","Night","Exit 6","None","None","","VTVSP0300","Not at a Junction","None","US Route 4, Mile Marker 13","Dry","0040","43.60166098798197,-73.0605989030624"
"806728","","June 18, 2017, 9:10 PM","Dummerston","2549 W River Rd","VT-30","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17B103785","VSP - B1 Westminster","10","2.33","Deer","Day","West Street","None","None","","VTVSP1600","Not at a Junction","None","2549 W River Rd","Dry","0300","42.926484197162736,-72.6124011922988"
"808629","","June 19, 2017, 8:57 PM","Lowell","1594","VT-100","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17A502435","VSP - A5 Derby","10","5.43","Deer","Day","Town Garage","None","None","","VTVSP0800","Not at a Junction","None","1594","Dry","1000","44.81365763893204,-72.44337444602633"
"809898","","June 20, 2017, 2:00 AM","Barton","I 91","I-91","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","17A502445","VSP - A5 Derby","10","160.75","Deer","Day","Mm 160/75 NB","None","None","","VTVSP0800","Not at a Junction","None","I 91","Dry","0910","44.79716794933272,-72.21536328511347"
"806831","","June 20, 2017, 8:29 PM","Richmond","I-89 South","I-89","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","17A102777","VSP - A1 Williston","10","74.39","Deer","Day","Mile Marker 74.4","None","None","","VTVSP0100","Not at a Junction","None","I-89 South","Wet","0890","44.38977089773122,-72.95045238459463"
"809715","","June 21, 2017, 10:55 AM","Milton","US Route 2","US-2","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17MT004324","Milton PD.","10","2.96","Deer","Night","Bear Trap/Cub Rd","None","None","","VT0040600","Not at a Junction","None","US Route 2","Dry","0020","44.612658408858046,-73.21158648545857"
"1749841","","June 23, 2017, 5:49 AM","Springfield","400 South Street","SOUTH ST","Injury","Single Vehicle Crash","Clear","Minor Collector - Non Fed Aid Rural TH","17SF005246","Springfield PD.","4","999.99","Deer","Day","397 South Street","None","Motorcycle","","VT0140200","Not at a Junction","None","400 South Street","Dry","S0560","43.2739427987912,-72.47402017373008"
"806607","","June 23, 2017, 8:25 PM","Westminster","Interstate 91 NB MM 29.7","I-91","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","17B103936","VSP - B1 Westminster","10","29.7","Deer","Day","Exit 5","None","None","","VTVSP1600","Not at a Junction","None","Interstate 91 NB MM 29.7","Dry","0910","43.10649715627742,-72.45497152219137"
"808330","","June 24, 2017, 7:20 AM","Windsor","Interstate 91 Mm 58/85","I-91","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","17B103957","VSP - B1 Westminster","10","58.85","Deer","Day","","None","None","","VTVSP1600","Not at a Junction","None","Interstate 91 Mm 58/85","Dry","0910","43.50621332580077,-72.40698443343113"
"808119","","June 24, 2017, 9:46 AM","Westminster","I-91","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17B103959","VSP - B1 Westminster","10","30.44","Deer","Night","Shady Pines Park","None","None","","VTVSP1600","Not at a Junction","","I-91","","0910","43.11647499538753,-72.4607795594491"
"808875","","June 24, 2017, 10:34 AM","Hartford","917 N Hartland Road","US-5","Property Damage Only","Other - Explain in Narrative","Clear","State Highway numbered route, State owned","17HF03089","Hartford PD.","10","2.15","Deer","Night","Arboretum Lane","None","None","","VT0140300","Not at a Junction","None","917 N Hartland Road","Dry","0050","43.64093425356569,-72.34757125473243"
"809010","","June 25, 2017, 1:13 AM","Springfield","Charlestown Road","I-91","Property Damage Only","Head On","Clear","Ramp or Spur","17SF005313","Springfield PD.","7","0.39","Deer","Day","I-91 Northbound Off Ramp (eastbound) Exit 7","None","None","","VT0140200","Off Ramp","None","Charlestown Road","Dry","0910","43.26693261251924,-72.43252079588747"
"808113","","June 25, 2017, 8:29 AM","Milton","Interstate 89N","I-89","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17A102847","VSP - A1 Williston","10","103.6","Deer","Night","Mile Marker 103.6","None","None","","VTVSP0100","Not at a Junction","None","Interstate 89N","Dry","0890","44.6650300220863,-73.13598792571642"
"809238","","June 25, 2017, 11:40 AM","Castleton","US RT 4","US-4","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17CT00835","Castleton PD.","10","6.73","Deer","Night","Exit 4","None","None","","VT0110300","Not at a Junction","None","US RT 4","Dry","0040","43.621168234890874,-73.1845871626779"
"808332","","June 25, 2017, 6:10 PM","Dummerston","I-91","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17B103983","VSP - B1 Westminster","10","13.85","Deer","Night","Carpenter Rd","None","None","","VTVSP1600","Not at a Junction","None","I-91","Dry","0910","42.91024518307388,-72.53226511960092"
"804254","","June 25, 2017, 11:30 PM","Brattleboro","Marlboro Rd","VT-9","Property Damage Only","","","State Highway numbered route, State owned","17BB05434","Brattleboro PD.","10","4.15","Deer","Day","Dollar General","None","None","","VT0130200","Not at a Junction","","Marlboro Rd","","0090","42.86104466648564,-72.60624716787574"
